userId,title,predicted_rating
112,"['Flickering Lights (Blinkende lygter) (2000)', 'Reform School Girls (1986)', 'Hush... Hush, Sweet Charlotte (1964)', 'Lost in Translation (2003)', 'Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)']","[5.0, 5.0, 5.0, 5.0, 5.0]"
113,"['Dune (2000)', 'Funny Games U.S. (2007)', 'Anne of Green Gables (1985)', 'Lamerica (1994)', 'Slap Shot (1977)']","[4.331641674041748, 4.316403388977051, 4.125052452087402, 4.1247076988220215, 4.208928108215332]"
114,"['Funny Games U.S. (2007)', 'Phantom of the Paradise (1974)', 'Animal Crackers (1930)', 'Born Yesterday (1950)', 'Abbott and Costello Meet Frankenstein (1948)']","[4.152539253234863, 4.08281135559082, 4.124492168426514, 4.124595642089844, 4.001612663269043]"
115,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Anne of Green Gables (1985)', 'Hush... Hush, Sweet Charlotte (1964)', 'Belle époque (1992)']","[4.526534080505371, 4.527053356170654, 4.398361682891846, 4.5683393478393555, 4.412657260894775]"
116,"['We Were Soldiers (2002)', 'What Lies Beneath (2000)', 'Fantastic Fear of Everything, A (2012)', 'Dr. Phibes Rises Again (1972)', 'Last Kiss, The (2006)']","[4.702665328979492, 4.63505744934082, 4.544894218444824, 4.561283111572266, 4.56046724319458]"
117,"[""A Dog's Purpose (2017)"", 'Fantastic Fear of Everything, A (2012)', 'Down Argentine Way (1940)', 'The Editor (2015)', 'Villain (1971)']","[3.776615619659424, 3.6958823204040527, 3.6565093994140625, 3.6519312858581543, 3.640860080718994]"
118,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Lamerica (1994)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Baby Driver (2017)']","[4.127651214599609, 3.9308390617370605, 3.914094924926758, 3.9917359352111816, 4.020779132843018]"
119,"['Gladiator (1992)', ""A Dog's Purpose (2017)"", 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)', 'The Eye: Infinity (2005)', 'Bone Man, The (Der Knochenmann) (2009)']","[4.44344425201416, 4.4397430419921875, 4.474546432495117, 4.43271541595459, 4.417812347412109]"
12,"['Children of the Corn IV: The Gathering (1996)', ""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Siam Sunset (1999)', 'Tales of Manhattan (1942)']","[4.788201808929443, 4.949742794036865, 4.7821760177612305, 4.787744522094727, 4.844566822052002]"
120,"['Dune (2000)', 'Funny Games U.S. (2007)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)', 'Hush... Hush, Sweet Charlotte (1964)']","[4.137924671173096, 4.009993076324463, 4.06204080581665, 4.03566312789917, 4.02423095703125]"
121,"['Dune (2000)', 'Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)']","[3.807293653488159, 3.8189425468444824, 3.73311185836792, 3.8018949031829834, 3.7248048782348633]"
122,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)', 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)', 'Hush... Hush, Sweet Charlotte (1964)']","[4.705802917480469, 4.805161952972412, 4.688907146453857, 4.8399481773376465, 4.713459014892578]"
123,"['Children of the Corn IV: The Gathering (1996)', ""A Dog's Purpose (2017)"", 'Fantastic Fear of Everything, A (2012)', 'Tales of Manhattan (1942)', 'The Eye: Infinity (2005)']","[4.165960311889648, 4.168452739715576, 4.076333045959473, 4.081496715545654, 4.0796685218811035]"
124,"['Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', 'Great Escape, The (1963)', 'Slap Shot (1977)', 'Sound of Music, The (1965)']","[4.364995956420898, 4.24589729309082, 4.364523410797119, 4.3020195960998535, 4.2337846755981445]"
125,"[""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Meantime (1984)', 'A Perfect Day (2015)', 'Formula of Love (1984)']","[4.341167449951172, 4.237194061279297, 4.21968412399292, 4.208092212677002, 4.207493782043457]"
126,"['Children of the Corn IV: The Gathering (1996)', 'Bone Man, The (Der Knochenmann) (2009)', 'Slumber Party Massacre III (1990)', 'Remember the Titans (2000)', 'Tales from the Darkside: The Movie (1990)']","[3.924293041229248, 3.9437055587768555, 3.883817434310913, 3.8755931854248047, 3.8666181564331055]"
127,"['Dune (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Baby Driver (2017)', 'Lady Eve, The (1941)', 'Dangerous Liaisons (1988)']","[4.408083915710449, 4.355401515960693, 4.454070091247559, 4.314529895782471, 4.263983726501465]"
128,"['Eye for an Eye (1996)', 'Children of the Corn IV: The Gathering (1996)', 'The Editor (2015)', 'Hush... Hush, Sweet Charlotte (1964)', 'The Eye: Infinity (2005)']","[4.464550495147705, 4.431469917297363, 4.461380958557129, 4.489706039428711, 4.421001434326172]"
129,"['Eye for an Eye (1996)', 'Gladiator (1992)', 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)', 'Hush... Hush, Sweet Charlotte (1964)', 'Best Offer, The (Migliore offerta, La) (2013)']","[4.126809597015381, 4.055117130279541, 4.074349880218506, 4.135592460632324, 4.106439590454102]"
13,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Legend of Drunken Master, The (Jui kuen II) (1994)']","[4.965970039367676, 4.840204238891602, 4.9173431396484375, 5.0, 4.79666805267334]"
130,"['Phir Hera Pheri (2006)', 'Dr. Phibes Rises Again (1972)', 'World of Glory (1991)', 'Trinity and Sartana Are Coming (1972)', 'Casper Meets Wendy (1998)']","[4.074579238891602, 4.05444860458374, 4.058125972747803, 4.031830310821533, 4.023543834686279]"
131,"['Dune (2000)', 'Andalusian Dog, An (Chien andalou, Un) (1929)', 'Hush... Hush, Sweet Charlotte (1964)', 'Baby Driver (2017)', 'Lady Eve, The (1941)']","[4.045002460479736, 3.835686683654785, 3.8232998847961426, 3.797335624694824, 3.9238598346710205]"
132,"['Dune (2000)', 'Funny Games U.S. (2007)', ""A Dog's Purpose (2017)"", 'Villain (1971)', 'Born Yesterday (1950)']","[3.5850324630737305, 3.5882294178009033, 3.578890800476074, 3.632215976715088, 3.548790693283081]"
133,"['Dune (2000)', 'Day & Night (2010)', 'Anne of Green Gables (1985)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Slap Shot (1977)']","[3.7592456340789795, 3.514920234680176, 3.4846527576446533, 3.4990439414978027, 3.5284059047698975]"
134,"['Dune (2000)', 'Eye for an Eye (1996)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Best Offer, The (Migliore offerta, La) (2013)']","[4.028440952301025, 3.9547080993652344, 4.027848243713379, 4.038625240325928, 3.95125412940979]"
135,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)', 'Anne of Green Gables (1985)', 'Belle époque (1992)']","[4.555704116821289, 4.487137794494629, 4.448273658752441, 4.402446269989014, 4.360367774963379]"
136,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Anne of Green Gables (1985)', 'Hush... Hush, Sweet Charlotte (1964)', 'Best Offer, The (Migliore offerta, La) (2013)']","[4.163078308105469, 4.240940570831299, 4.090099811553955, 4.232476234436035, 4.079758644104004]"
137,"['Dune (2000)', 'Eye for an Eye (1996)', 'Funny Games U.S. (2007)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Villain (1971)']","[4.036031246185303, 4.063381671905518, 3.936753988265991, 3.940237283706665, 3.946577548980713]"
138,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Slap Shot (1977)', 'Belle époque (1992)']","[5.0, 5.0, 4.984527587890625, 5.0, 5.0]"
139,"['King and I, The (1956)', 'Quick Change (1990)', 'Submarine (2010)', 'Modern Times (1936)', 'Maltese Falcon, The (1941)']","[4.025174617767334, 3.981940269470215, 3.9682881832122803, 3.9069740772247314, 3.8665788173675537]"
14,"['Eye for an Eye (1996)', 'Children of the Corn IV: The Gathering (1996)', ""A Dog's Purpose (2017)"", 'Villain (1971)', 'Bone Man, The (Der Knochenmann) (2009)']","[4.027026176452637, 4.134647846221924, 4.1068949699401855, 4.038173675537109, 4.025264263153076]"
140,"['Children of the Corn IV: The Gathering (1996)', ""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'The Editor (2015)']","[4.01929235458374, 4.186992645263672, 4.028326034545898, 4.028165817260742, 4.02197265625]"
141,"['Dune (2000)', 'Gladiator (1992)', 'Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', ""A Dog's Purpose (2017)""]","[3.904784679412842, 3.9287476539611816, 4.067060947418213, 3.879983901977539, 4.019680500030518]"
142,"['Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', 'Day & Night (2010)', 'Anne of Green Gables (1985)', 'Slap Shot (1977)']","[4.390231132507324, 4.301238536834717, 4.220156669616699, 4.2513251304626465, 4.2566118240356445]"
143,"['Star Trek IV: The Voyage Home (1986)', 'Heart and Souls (1993)', 'Fantastic Fear of Everything, A (2012)', 'Back to the Future Part II (1989)', 'Last Kiss, The (2006)']","[4.11529541015625, 4.178330421447754, 4.0175886154174805, 4.080015659332275, 4.004833698272705]"
144,"[""A Dog's Purpose (2017)"", 'Siam Sunset (1999)', 'The Editor (2015)', 'Tales of Manhattan (1942)', 'Meantime (1984)']","[4.16391134262085, 3.967033863067627, 3.9787235260009766, 3.9963998794555664, 3.9738144874572754]"
145,"['Dune (2000)', 'Day & Night (2010)', 'Anne of Green Gables (1985)', 'Slap Shot (1977)', 'Outlaw Josey Wales, The (1976)']","[4.266885280609131, 3.9928841590881348, 3.9943814277648926, 4.056748867034912, 3.9655561447143555]"
146,"['Funny Games U.S. (2007)', ""A Dog's Purpose (2017)"", 'Fantastic Fear of Everything, A (2012)', 'American in Paris, An (1951)', 'Animal Crackers (1930)']","[3.654977798461914, 3.7396833896636963, 3.6327576637268066, 3.620918035507202, 3.6381356716156006]"
147,"['Dune (2000)', 'Flickering Lights (Blinkende lygter) (2000)', 'Lost in Translation (2003)', 'Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)', 'Superstar (1999)']","[4.918827056884766, 4.906373023986816, 4.995729446411133, 4.803881645202637, 4.802519798278809]"
148,"['Eye for an Eye (1996)', ""A Dog's Purpose (2017)"", 'Down Argentine Way (1940)', 'Villain (1971)', 'Meantime (1984)']","[3.651480197906494, 3.741330146789551, 3.660362720489502, 3.647913932800293, 3.6585841178894043]"
149,"['Dune (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Baby Driver (2017)', 'Forgetting Sarah Marshall (2008)', 'District 13 (Banlieue 13) (2004)']","[3.8359436988830566, 3.9411635398864746, 3.696650266647339, 3.6605374813079834, 3.6568245887756348]"
15,"['Dune (2000)', 'Eye for an Eye (1996)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Delirium (2014)']","[3.856855869293213, 3.762854814529419, 3.7889349460601807, 4.062168121337891, 3.6945979595184326]"
150,"['Eye for an Eye (1996)', 'Hush... Hush, Sweet Charlotte (1964)', 'Slumber Party Massacre III (1990)', 'Legend of Drunken Master, The (Jui kuen II) (1994)', 'Delirium (2014)']","[3.8942313194274902, 4.034864902496338, 3.9124367237091064, 3.9372596740722656, 3.8921074867248535]"
151,"['Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)', 'Dr. Phibes Rises Again (1972)', ""National Lampoon's Bag Boy (2007)""]","[4.515987396240234, 4.578182220458984, 4.457607746124268, 4.464428424835205, 4.469793319702148]"
152,"['Dune (2000)', 'Funny Games U.S. (2007)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Baby Driver (2017)']","[3.9208879470825195, 4.028648853302002, 3.9246931076049805, 3.9529573917388916, 3.931802988052368]"
153,"['Funny Games U.S. (2007)', 'Great Escape, The (1963)', 'Burnt by the Sun (Utomlyonnye solntsem) (1994)', 'Dazed and Confused (1993)', 'eXistenZ (1999)']","[3.624525547027588, 3.948190689086914, 3.6018660068511963, 3.964266300201416, 3.6060807704925537]"
154,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Legend of Drunken Master, The (Jui kuen II) (1994)']","[5.0, 4.975743770599365, 4.976583480834961, 5.0, 4.994050979614258]"
155,"['What Lies Beneath (2000)', 'Children of the Corn IV: The Gathering (1996)', 'EuroTrip (2004)', 'Dr. Phibes Rises Again (1972)', 'Spectre (2015)']","[4.683592796325684, 4.527856826782227, 4.550217151641846, 4.538276672363281, 4.52797794342041]"
156,"['Dune (2000)', 'Funny Games U.S. (2007)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)', 'Anne of Green Gables (1985)']","[4.047042369842529, 4.071969032287598, 4.022614479064941, 4.003974437713623, 3.9704291820526123]"
157,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Legend of Drunken Master, The (Jui kuen II) (1994)']","[4.291718482971191, 4.276298522949219, 4.160568714141846, 4.420914649963379, 4.207472324371338]"
158,"['Eye for an Eye (1996)', 'The Editor (2015)', 'Villain (1971)', 'Hush... Hush, Sweet Charlotte (1964)', 'Bone Man, The (Der Knochenmann) (2009)']","[3.8712995052337646, 3.8222479820251465, 3.884943723678589, 3.9853384494781494, 3.9276673793792725]"
159,"['Dune (2000)', 'Dr. Phibes Rises Again (1972)', 'Alpha and Omega 3: The Great Wolf Games (2014)', 'Vacation (2015)', 'The 5th Wave (2016)']","[3.9730281829833984, 3.9789445400238037, 4.1099724769592285, 3.9951536655426025, 3.9934074878692627]"
16,"['Dune (2000)', 'Flickering Lights (Blinkende lygter) (2000)', 'Slap Shot (1977)', 'Alpha and Omega 3: The Great Wolf Games (2014)', ""Kelly's Heroes (1970)""]","[4.023628234863281, 3.642317771911621, 3.7766201496124268, 3.649754285812378, 3.633091449737549]"
160,"['Great Escape, The (1963)', 'Andalusian Dog, An (Chien andalou, Un) (1929)', 'Burnt by the Sun (Utomlyonnye solntsem) (1994)', 'Dazed and Confused (1993)', '12 Angry Men (1957)']","[4.494622230529785, 4.569418907165527, 4.441668510437012, 4.580018043518066, 4.461084365844727]"
161,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Legend of Drunken Master, The (Jui kuen II) (1994)', 'Logan (2017)']","[4.483542442321777, 4.339849472045898, 4.317237854003906, 4.274090766906738, 4.254238128662109]"
162,"['Eye for an Eye (1996)', 'Gladiator (1992)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)', 'Hush... Hush, Sweet Charlotte (1964)']","[4.338692665100098, 4.347756385803223, 4.375221252441406, 4.359465599060059, 4.346416473388672]"
163,"['Dune (2000)', 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Dr. Phibes Rises Again (1972)', 'Casper Meets Wendy (1998)']","[3.7752838134765625, 3.7768239974975586, 3.808058500289917, 3.715017557144165, 3.7309768199920654]"
164,"['Children of the Corn IV: The Gathering (1996)', 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Dr. Phibes Rises Again (1972)', ""National Lampoon's Bag Boy (2007)""]","[4.768972396850586, 4.769336223602295, 4.856635570526123, 4.7286176681518555, 4.760030746459961]"
165,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Legend of Drunken Master, The (Jui kuen II) (1994)']","[4.189260959625244, 4.123222827911377, 4.156439781188965, 4.25494384765625, 4.214823246002197]"
166,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Best Offer, The (Migliore offerta, La) (2013)', 'Legend of Drunken Master, The (Jui kuen II) (1994)']","[4.38807487487793, 4.396628379821777, 4.399125576019287, 4.342904567718506, 4.383408546447754]"
167,"['Dune (2000)', 'Andalusian Dog, An (Chien andalou, Un) (1929)', 'Outlaw Josey Wales, The (1976)', ""Kelly's Heroes (1970)"", 'Fubar (2002)']","[4.6898088455200195, 4.35709285736084, 4.3353376388549805, 4.367021560668945, 4.34300422668457]"
168,"['Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", ""A Dog's Purpose (2017)"", 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)']","[4.3658576011657715, 4.3515238761901855, 4.352126121520996, 4.40940523147583, 4.4000420570373535]"
169,"[""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Siam Sunset (1999)', 'Tales of Manhattan (1942)', 'Meantime (1984)']","[4.710991859436035, 4.536163330078125, 4.54356575012207, 4.535503387451172, 4.530360698699951]"
17,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Best Offer, The (Migliore offerta, La) (2013)', 'Legend of Drunken Master, The (Jui kuen II) (1994)']","[4.309709072113037, 4.365114212036133, 4.462122440338135, 4.28197717666626, 4.318195819854736]"
170,"['Eye for an Eye (1996)', 'Gladiator (1992)', ""A Dog's Purpose (2017)"", 'Fantastic Fear of Everything, A (2012)', 'Villain (1971)']","[3.665728807449341, 3.587338924407959, 3.6930041313171387, 3.5849146842956543, 3.6824545860290527]"
171,"['Heart and Souls (1993)', 'EuroTrip (2004)', 'Meantime (1984)', 'Love and Pigeons (1985)', 'Burnt Offerings (1976)']","[5.0, 5.0, 5.0, 5.0, 5.0]"
172,"['Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)', 'Trinity and Sartana Are Coming (1972)', ""National Lampoon's Bag Boy (2007)""]","[4.528815746307373, 4.5840253829956055, 4.514128684997559, 4.404110908508301, 4.463130950927734]"
173,"['Funny Games U.S. (2007)', ""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Happy Feet Two (2011)']","[3.7647786140441895, 3.7702698707580566, 3.702366352081299, 3.7424376010894775, 3.6644322872161865]"
174,"['Children of the Corn IV: The Gathering (1996)', 'Fantastic Fear of Everything, A (2012)', 'Phir Hera Pheri (2006)', 'Dr. Phibes Rises Again (1972)', ""National Lampoon's Bag Boy (2007)""]","[4.456750869750977, 4.431032180786133, 4.405817985534668, 4.467480182647705, 4.394084453582764]"
175,"['What Lies Beneath (2000)', 'Children of the Corn IV: The Gathering (1996)', ""A Dog's Purpose (2017)"", 'The Eye: Infinity (2005)', 'Bone Man, The (Der Knochenmann) (2009)']","[4.697015762329102, 4.808083534240723, 4.755155086517334, 4.738215446472168, 4.689985275268555]"
176,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Best Offer, The (Migliore offerta, La) (2013)', 'Legend of Drunken Master, The (Jui kuen II) (1994)']","[4.696868896484375, 4.755845069885254, 4.881646156311035, 4.749638557434082, 4.762320518493652]"
177,"['Dune (2000)', 'Funny Games U.S. (2007)', ""A Dog's Purpose (2017)"", 'Fantastic Fear of Everything, A (2012)', 'Phir Hera Pheri (2006)']","[3.82415771484375, 3.7835652828216553, 3.829237461090088, 3.7524232864379883, 3.73588228225708]"
178,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Baby Driver (2017)', ""Rosemary's Baby (1968)""]","[4.336300849914551, 4.4255242347717285, 4.416720390319824, 4.371236801147461, 4.274584770202637]"
179,"['Eye for an Eye (1996)', 'Gladiator (1992)', ""A Dog's Purpose (2017)"", 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)', 'Hush... Hush, Sweet Charlotte (1964)']","[4.186258316040039, 4.1396164894104, 4.235017776489258, 4.177760601043701, 4.190031051635742]"
18,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Anne of Green Gables (1985)', 'Hush... Hush, Sweet Charlotte (1964)', 'Belle époque (1992)']","[4.277251243591309, 4.263361930847168, 4.0719313621521, 4.226641654968262, 4.074152946472168]"
180,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Baby Driver (2017)']","[4.115378379821777, 4.103002548217773, 3.984632968902588, 4.3164567947387695, 4.066891670227051]"
181,"['Eye for an Eye (1996)', ""A Dog's Purpose (2017)"", 'The Editor (2015)', 'Villain (1971)', 'Phir Hera Pheri (2006)']","[3.59816312789917, 3.6056032180786133, 3.5179286003112793, 3.5822997093200684, 3.5235671997070312]"
182,"['Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', 'Great Escape, The (1963)', 'Dazed and Confused (1993)', 'When Harry Met Sally... (1989)']","[4.237061023712158, 4.026517391204834, 4.0129876136779785, 3.994154453277588, 3.9679861068725586]"
183,"[""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)', 'The Editor (2015)']","[4.3777360916137695, 4.274862766265869, 4.272806167602539, 4.246891975402832, 4.270834445953369]"
184,"['Dune (2000)', 'Anne of Green Gables (1985)', 'Lamerica (1994)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Belle époque (1992)']","[4.944608211517334, 4.724240303039551, 4.736994743347168, 4.791530132293701, 4.83738899230957]"
185,"['Funny Games U.S. (2007)', ""A Dog's Purpose (2017)"", 'Tales of Manhattan (1942)', 'A Perfect Day (2015)', 'Danny Collins (2015)']","[3.984168767929077, 4.114205837249756, 3.911896228790283, 3.894085168838501, 3.901413917541504]"
186,"['Children of the Corn IV: The Gathering (1996)', 'Cottage, The (2008)', 'The Eye: Infinity (2005)', 'Bone Man, The (Der Knochenmann) (2009)', 'The Girl with All the Gifts (2016)']","[4.901412010192871, 4.787848949432373, 4.827426910400391, 4.87912654876709, 4.816941261291504]"
